path	mode	kind	git_object_id	bytes	sha256	status	reason
ext/psf-compressed.png	100644	blob	3bc0d5c130dbd3efad60aea25b406df5e312a5b8	11986	9d4148ae5024484659fc8ccf9dacb92c6ee1d5b367104e97c0df1ed9524ad9a5	excluded	outside-native-package
ext/psf.png	100644	blob	c5815e260a00e55a5928f3de9692a9afb0a00bce	14561	7a0bf447edc2b67b9138d1ffa64b2f62af05c4dd2da37429584e6b3f5ac84683	excluded	outside-native-package
ext/requests-logo-compressed.png	100644	blob	cb4bc642419dafc4c23610733534d2552984c76c	192073	c9ea2210c884700dc0f05266170c056c1dbae2181f68a74c5b8d63ac042c9263	excluded	outside-native-package
ext/requests-logo.ai	100644	blob	7da8cb7380af9a19fb905a263ca247676ccbbd06	2189478	ada5899494a2fbd06b6a1a6062dc1b755eaef9dee8ae833a864712b1671fd604	excluded	outside-native-package
ext/requests-logo.png	100644	blob	cb4bc642419dafc4c23610733534d2552984c76c	192073	c9ea2210c884700dc0f05266170c056c1dbae2181f68a74c5b8d63ac042c9263	excluded	outside-native-package
ext/requests-logo.svg	100644	blob	80406e7c06fc0d7c961fdd2bc1c6f8d7f69c1a54	883794	b1e7fd86516c1e925191a41ee1efdb2489654548c7756881c311f50b79233af0	excluded	outside-native-package
ext/ss-compressed.png	100644	blob	149016d3b1d3d783f166384e51cb8cb96f66d5c7	372015	c769ab657e25fbda10791d30c9c114d40ea84da2a23a7b446c7adbf9c2569fcc	excluded	outside-native-package
ext/ss.png	100644	blob	149016d3b1d3d783f166384e51cb8cb96f66d5c7	372015	c769ab657e25fbda10791d30c9c114d40ea84da2a23a7b446c7adbf9c2569fcc	excluded	outside-native-package
pyproject.toml	100644	blob	996bf14c832678029b2b322807b1701a1ab4dafa	272	8bc961e20be519bf06b7a1d7c769ee92f8eefe51930ad97cb8d8bd53a61f305d	excluded	outside-native-package
requests/__init__.py	100644	blob	7ac8e297b86de5fe814a0aca95d5ea68a618789a	4972	4b62b48e754fe824ab4f9d5272d172881d177c8f07f4db7b12acc44400f8e208	included	
requests/__version__.py	100644	blob	e725ada6550b0c1631dccf1cc4c1d494031aea8c	440	9c955adde7f6c91c9e60c872ef21e74728e3a673530f2919b04e12a7d8ab042e	included	
requests/_internal_utils.py	100644	blob	7dc9bc53360e95abfa99fe1ebd205a3d3ac620e6	1397	6923e5178b8386d7cac446b264927b2a4031b68ae67937e9c0a4814b0b66014c	included	
requests/adapters.py	100644	blob	d3b2d5bb1e56f1293f79f70af4df2d429a347a21	21287	b049c71a5e26273e101c14fc8c6e9b53968f8a752d7681f7048b802334fe5fbe	included	
requests/api.py	100644	blob	2f71aaed1afc2f43ae5a58d951896b91e0327abc	6377	772be40dde62b42f73da0d301e5fd87c3d727fa630a4658b3bbffff1edb59e4b	included	
requests/auth.py	100644	blob	9733686ddb36b826ead4f4666d42311397fa6fec	10187	87e1cb955c7d8fcaca57985f480c9c3f60293928254f3efb474b73eea09b6c41	included	
